City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,lebu,-37.6167,-73.65,52.83,77,5,6.22,CL,1620286228
367,neryungri,56.6709,124.6491,37.69,84,100,9.75,RU,1620286228
368,jiayuguan,39.8167,98.3,72.34,6,31,12.41,CN,1620286229
369,arkhara,49.4212,130.0842,56.71,52,96,9.01,RU,1620286229
370,rondonopolis,-16.4708,-54.6356,61.75,54,16,3.15,BR,1620286229
371,pabrade,55.0,25.7833,46.0,81,75,14.97,LT,1620286230
372,erenhot,43.6475,111.9767,47.71,26,70,26.55,CN,1620286230
373,sabha,27.0377,14.4283,98.33,6,35,21.72,LY,1620286231
374,tiznit,29.5833,-9.5,66.7,58,0,2.44,MA,1620286231
375,solnechnyy,50.7214,136.6319,35.85,98,100,4.52,RU,1620286232
376,karpathos,35.507,27.2132,77.0,50,0,12.66,GR,1620286232
377,gazli,40.1333,63.45,76.33,30,100,11.83,UZ,1620286232
378,tanete,-3.9443,119.7848,83.07,82,86,6.51,ID,1620286233
379,maryville,35.7565,-83.9705,50.0,93,1,3.8,US,1620285981
380,araouane,18.9048,-3.5265,87.4,27,16,14.85,ML,1620286233
381,basco,20.4487,121.9702,81.07,84,70,14.67,PH,1620286234
382,stornoway,58.2093,-6.3865,43.0,75,20,23.02,GB,1620286234
383,casablanca,33.5928,-7.6192,62.6,94,0,3.44,MA,1620286047
384,kloulklubed,7.0419,134.2556,82.4,83,75,11.5,PW,1620286234
385,krasnogorsk,55.8225,37.3181,60.8,48,0,20.13,RU,1620286235
386,sola,-13.8833,167.55,84.2,84,75,10.89,VU,1620286235
387,kilindoni,-7.9139,39.6668,79.34,73,70,20.67,TZ,1620286236
388,kalabo,-14.97,22.6814,75.04,43,89,7.58,ZM,1620286236
389,broome,42.2506,-75.833,46.0,81,90,12.66,US,1620286237
390,yeppoon,-23.1333,150.7333,77.0,29,98,8.05,AU,1620286237
391,gainesville,29.6516,-82.3248,73.99,94,1,2.44,US,1620286038
392,fonte boa,-2.4959,-66.2662,71.71,99,100,2.37,BR,1620286238
393,monte santo,-10.4378,-39.3328,61.95,97,55,3.53,BR,1620286238
394,srednekolymsk,67.45,153.6833,30.36,83,85,3.87,RU,1620286238
395,weligama,5.9667,80.4167,85.96,69,100,9.8,LK,1620286239
396,coihaique,-45.5752,-72.0662,26.6,93,90,3.44,CL,1620286239
397,mandasa,18.8667,84.4667,94.06,50,5,13.47,IN,1620286240
398,dale,38.1689,-86.99,44.6,93,1,3.87,US,1620286240
399,itarema,-2.9248,-39.9167,72.57,91,69,6.08,BR,1620286240
400,gloversville,43.0528,-74.3438,46.0,100,90,8.05,US,1620286241
401,waingapu,-9.6567,120.2641,83.73,63,15,12.86,ID,1620286241
402,kaspiyskiy,45.3929,47.3707,65.5,39,21,10.49,RU,1620286242
403,jinchang,38.4953,102.1739,69.49,9,66,22.15,CN,1620286242
404,aldergrove,49.058,-122.4709,55.4,58,75,5.75,CA,1620286067
405,kuusamo,65.9667,29.1833,28.4,69,90,9.22,FI,1620286243
406,imbituba,-28.24,-48.6703,66.2,82,75,4.61,BR,1620286243
407,loandjili,-4.7561,11.8578,78.8,94,20,4.61,CG,1620286243
408,lashio,22.9333,97.75,92.21,28,4,6.06,MM,1620286244
409,tartagal,-22.5164,-63.8013,48.02,83,100,5.26,AR,1620286244
410,flin flon,54.7682,-101.865,25.75,93,43,5.37,CA,1620286207
411,otavi,-19.65,17.3333,74.17,30,40,10.2,NA,1620286245
412,tessalit,20.1986,1.0114,90.9,12,1,2.33,ML,1620286245
413,flinders,-34.5833,150.8552,66.99,94,84,5.99,AU,1620286245
414,halifax,44.6453,-63.5724,41.0,93,100,17.27,CA,1620286060
415,hulan,45.9833,126.6,71.6,30,0,6.71,CN,1620286246
416,shache,38.4167,77.2406,81.72,9,94,10.18,CN,1620286246
417,plainview,40.7765,-73.4673,51.01,71,1,6.91,US,1620286247
418,merced,37.1666,-120.7516,72.0,45,1,5.75,US,1620286247
419,arica,-18.475,-70.3042,66.2,77,90,3.44,CL,1620286172
420,almaznyy,48.0448,40.045,64.4,45,0,15.66,RU,1620286248
421,baraboo,43.4711,-89.7443,46.0,100,90,8.41,US,1620286248
422,koslan,63.4564,48.8989,40.8,44,64,11.43,RU,1620286249
423,zhangye,38.9342,100.4517,73.11,7,29,15.57,CN,1620286249
424,durban,-29.8579,31.0292,72.0,83,0,3.44,ZA,1620286121
425,guadalupe y calvo,26.1,-106.9667,49.48,53,0,5.21,MX,1620286250
426,saint-augustin,51.226,-58.6502,39.51,87,100,10.54,CA,1620286250
427,avera,33.194,-82.5271,60.8,90,1,5.39,US,1620286251
428,yoichi,43.2039,140.7703,71.6,28,40,11.5,JP,1620286251
429,kattivakkam,13.2167,80.3167,93.2,52,40,9.22,IN,1620286251
430,bara,10.3744,10.7288,89.33,46,84,11.05,NG,1620286252
431,tahoua,14.8888,5.2692,87.8,27,0,8.25,NE,1620286252
432,ashqelon,31.6693,34.5715,82.99,27,45,3.0,IL,1620286253
433,la ronge,55.1001,-105.2842,32.0,59,8,2.3,CA,1620286253
434,launceston,-41.45,147.1667,60.8,67,90,6.91,AU,1620286235
435,tari,12.4086,4.4914,88.83,43,94,17.38,NG,1620286254
436,cayeli,41.0923,40.7292,68.0,47,0,4.59,TR,1620286254
437,kasongo,-4.45,26.6667,76.33,77,98,2.84,CD,1620286254
438,aklavik,68.2191,-135.0107,23.0,86,100,8.05,CA,1620286255
439,tramore,52.1624,-7.1524,42.01,87,0,12.66,IE,1620286255
440,mahon,39.8885,4.2658,60.8,88,20,3.44,ES,1620286256
441,kuching,1.55,110.3333,86.0,79,40,6.91,MY,1620286256
442,mahibadhoo,3.7833,72.9667,84.81,66,76,4.0,MV,1620286256
443,olafsvik,64.8945,-23.7142,34.29,65,20,12.5,IS,1620286257
444,iquique,-20.2208,-70.1431,59.0,94,0,4.36,CL,1620286257
445,vila franca do campo,37.7167,-25.4333,62.6,88,40,3.44,PT,1620286258
446,saint-francois,46.4154,3.9054,46.99,87,90,6.91,FR,1620286258
447,tilichiki,60.4667,166.1,23.36,88,47,7.99,RU,1620286259
448,auki,-8.7676,160.7034,79.83,82,17,4.0,SB,1620286259
449,kargil,34.5667,76.1,50.54,38,12,7.78,IN,1620286260
450,luancheng,37.8792,114.6517,87.8,9,0,26.84,CN,1620286260
451,pacific grove,36.6177,-121.9166,50.0,96,44,2.71,US,1620286260
452,tuy hoa,13.0833,109.3,85.28,69,90,9.28,VN,1620286261
453,ust-kuyga,70.0167,135.6,32.43,86,100,4.27,RU,1620286261
454,whitehorse,60.7161,-135.0538,41.0,48,75,4.61,CA,1620286228
455,mayumba,-3.432,10.6554,77.38,82,100,7.25,GA,1620286262
456,huarmey,-10.0681,-78.1522,66.76,88,86,5.7,PE,1620286262
457,martapura,-3.4167,114.85,89.6,62,40,6.91,ID,1620286263
458,kavieng,-2.5744,150.7967,82.87,76,80,6.51,PG,1620286263
459,nouakchott,18.0858,-15.9785,69.8,37,0,12.66,MR,1620286263
460,caravelas,-17.7125,-39.2481,71.35,92,24,0.69,BR,1620286264
461,provost,52.3501,-110.2683,37.4,70,11,3.44,CA,1620286264
462,zavodskoy,43.4597,132.2922,60.8,48,22,11.18,RU,1620286265
463,stolin,51.8912,26.846,49.87,68,75,17.83,BY,1620286265
464,ixtapa,20.7,-105.2,68.05,79,2,2.48,MX,1620286266
465,chardara,41.2547,67.9692,78.53,44,94,7.96,KZ,1620286266
466,tura,25.5198,90.2201,86.25,47,65,3.44,IN,1620286266
467,charters towers,-20.1,146.2667,67.87,27,30,8.55,AU,1620286267
468,sumbe,-11.2061,13.8437,78.73,84,99,8.23,AO,1620286267
469,kjollefjord,70.9457,27.3465,35.6,75,75,4.61,NO,1620286268
470,nueva loja,0.0847,-76.8828,69.67,98,98,1.21,EC,1620286268
471,matara,5.9485,80.5353,86.56,68,100,9.46,LK,1620286268
472,vestmanna,62.1564,-7.1664,35.6,87,98,26.46,FO,1620286269
473,barranca,-10.75,-77.7667,66.06,85,94,5.66,PE,1620286269
474,makakilo city,21.3469,-158.0858,77.0,64,75,5.75,US,1620286270
475,fortuna,40.5982,-124.1573,52.0,100,90,2.89,US,1620286270
476,ahipara,-35.1667,173.1667,57.38,83,50,3.74,NZ,1620286270
477,rabak,13.1809,32.74,93.15,30,98,7.65,SD,1620286271
478,peterhead,57.5058,-1.7981,42.01,93,90,8.05,GB,1620286271
479,zyryanka,65.75,150.85,35.24,89,98,1.59,RU,1620286272
480,antalaha,-14.9003,50.2788,83.97,67,2,5.26,MG,1620286272
481,puerto carreno,6.189,-67.4859,75.72,85,85,3.67,CO,1620286272
482,vila velha,-20.3297,-40.2925,66.2,100,0,5.14,BR,1620286273
483,yantal,56.8471,105.2542,38.71,94,100,6.46,RU,1620286274
484,zhigansk,66.7697,123.3711,36.75,82,100,12.12,RU,1620286274
485,terney,45.0503,136.6092,59.31,49,15,11.41,RU,1620286274
486,swan hill,-35.3378,143.5544,62.69,54,100,7.11,AU,1620286275
487,katobu,-4.9408,122.5276,77.9,91,100,3.47,ID,1620286275
488,najran,17.4924,44.1277,89.6,14,0,6.91,SA,1620286276
489,port-gentil,-0.7193,8.7815,78.8,89,75,3.44,GA,1620286276
490,ketchikan,55.3422,-131.6461,50.0,71,90,3.44,US,1620286276
491,vestmannaeyjar,63.4427,-20.2734,37.9,60,16,6.93,IS,1620286277
492,tyukalinsk,55.8732,72.1967,64.49,36,49,19.53,RU,1620286277
493,nara,34.6851,135.8049,79.0,33,0,6.91,JP,1620286278
494,fasa,28.9383,53.6482,80.6,28,20,4.61,IR,1620286278
495,sovetskiy,61.3614,63.5842,47.41,62,85,16.4,RU,1620286278
496,luderitz,-26.6481,15.1594,64.74,52,0,12.53,NA,1620286279
497,nemuro,43.3236,145.575,69.8,28,40,10.36,JP,1620286279
498,moree,-29.4667,149.85,66.2,68,90,10.36,AU,1620286280
499,lebork,54.5392,17.7501,44.01,70,75,19.57,PL,1620286280
500,kavaratti,10.5669,72.642,86.02,65,92,5.75,IN,1620286281
501,ust-tsilma,65.441,52.1498,36.99,66,100,11.43,RU,1620286281
502,richards bay,-28.783,32.0377,73.94,71,10,4.32,ZA,1620286281
503,margate,51.3813,1.3862,45.0,89,100,5.86,GB,1620286282
504,arawa,-6.2132,155.5367,79.86,87,100,3.33,PG,1620286282
505,necochea,-38.5473,-58.7368,50.77,70,72,10.36,AR,1620286283
506,fort nelson,58.8053,-122.7002,53.6,40,75,4.61,CA,1620286204
507,nador,35.174,-2.9287,62.6,88,0,3.44,MA,1620286283
508,asfi,32.2994,-9.2372,64.8,75,0,13.98,MA,1620286283
509,hami,42.8,93.45,83.98,4,100,2.26,CN,1620286284
510,provideniya,64.3833,-173.3,32.0,64,0,11.18,RU,1620286285
511,fershampenuaz,53.5202,59.8117,55.78,39,6,16.24,RU,1620286285
512,port lincoln,-34.7333,135.8667,69.31,43,36,7.34,AU,1620286285
513,ugoofaaru,5.6667,73.0,84.36,65,97,2.35,MV,1620286286
514,kaifeng,34.7911,114.3483,86.0,32,0,11.18,CN,1620286286
515,chicama,-7.8447,-79.1469,66.33,87,98,5.03,PE,1620286287
516,norrkoping,58.5942,16.1826,39.2,93,90,11.5,SE,1620286287
517,berlevag,70.8578,29.0864,35.6,64,75,2.3,NO,1620286288
518,ocean city,39.2776,-74.5746,53.01,81,20,5.75,US,1620286288
519,guerrero negro,27.9769,-114.0611,61.45,85,0,6.31,MX,1620286089
520,kenai,60.5544,-151.2583,42.8,56,90,5.75,US,1620286289
521,camocim,-2.9022,-40.8411,73.49,91,86,4.72,BR,1620286289
522,grafton,42.207,-71.6856,50.0,87,40,17.27,US,1620286290
523,langenhagen,52.45,9.75,43.0,87,75,6.91,DE,1620286290
524,quinapondan,11.1574,125.5209,81.9,85,98,10.02,PH,1620286291
525,port hardy,50.6996,-127.4199,53.6,62,75,6.91,CA,1620286291
526,gyanpur,25.35,82.4667,98.6,36,20,8.05,IN,1620286291
527,beloha,-25.1667,45.05,77.09,54,35,6.76,MG,1620286292
528,balabac,7.9868,117.0645,83.91,77,100,14.16,PH,1620286292
529,rajo khanani,24.9841,68.8536,107.46,12,0,8.7,PK,1620286292
530,comodoro rivadavia,-45.8667,-67.5,46.4,61,0,5.75,AR,1620286202
531,leninskoye,41.7589,69.3864,78.8,41,0,4.61,KZ,1620286293
532,lodwar,3.1191,35.5973,90.77,38,52,12.88,KE,1620286293
533,batticaloa,7.7102,81.6924,87.1,65,17,8.81,LK,1620286047
534,jablah,35.3614,35.9256,73.4,73,75,13.8,SY,1620286293
535,turgenevo,54.8455,46.3297,61.86,56,46,13.47,RU,1620286294
536,nagato,34.3833,131.2,68.0,63,40,9.22,JP,1620286294
537,bacolod,10.6667,122.95,88.75,59,76,15.48,PH,1620286295
538,isla mujeres,21.2311,-86.731,81.0,83,40,6.91,MX,1620286295
539,mokhsogollokh,61.4681,128.9203,37.6,89,100,8.25,RU,1620286295
540,porbandar,21.6422,69.6093,91.85,49,0,15.14,IN,1620286296
541,chake chake,-5.2459,39.7666,76.28,89,100,15.12,TZ,1620286296
542,abu zabad,12.35,29.25,93.07,35,46,12.19,SD,1620286296
543,suntar,62.1444,117.6319,50.13,58,93,8.75,RU,1620286297
544,tefe,-3.3542,-64.7114,72.91,99,100,1.07,BR,1620286297
545,yerofey pavlovich,53.9667,121.9667,49.32,49,100,8.25,RU,1620286298
546,shediac,46.2198,-64.5411,39.2,100,90,12.66,CA,1620286298
547,acapulco,16.8634,-99.8901,79.74,56,65,3.58,MX,1620286298
548,ivybridge,50.3904,-3.9191,45.0,85,100,1.01,GB,1620286299
549,juegang,32.3174,121.1855,69.94,58,100,12.53,CN,1620286299
550,batagay-alyta,67.8006,130.4114,33.82,95,100,3.27,RU,1620286024
551,karpogory,64.0019,44.4451,41.63,39,8,5.26,RU,1620286300
552,havelock,34.8791,-76.9013,69.01,82,87,3.0,US,1620286300
553,nizwa,22.9333,57.5333,94.03,18,64,9.28,OM,1620286300
554,antofagasta,-23.65,-70.4,59.0,94,75,11.5,CL,1620286301
555,maues,-3.3836,-57.7186,71.35,99,100,1.19,BR,1620286148
556,souillac,-20.5167,57.5167,84.2,74,75,6.91,MU,1620286301
557,bondo,3.8146,23.6866,71.42,98,100,2.51,CD,1620286302
558,tanout,14.9709,8.8879,95.04,4,4,7.94,NE,1620286302
559,santa cruz de la palma,28.6835,-17.7642,66.2,59,75,11.5,ES,1620286303
560,puerto ayacucho,5.6639,-67.6236,73.8,90,41,2.77,VE,1620286303
561,polyanka,50.2584,27.6881,51.24,63,100,15.68,UA,1620286303
562,marevo,57.3146,32.0804,53.13,86,100,15.75,RU,1620286304
563,moskovskiy,55.5991,37.355,61.0,48,0,13.42,RU,1620286304
564,gravdal,68.1214,13.5031,41.0,48,20,8.05,NO,1620286304
565,aksu,41.1231,80.2644,82.49,9,83,6.17,CN,1620286305
566,inirida,3.8653,-67.9239,72.21,96,68,0.13,CO,1620286305
567,birjand,32.8663,59.2211,71.6,33,40,4.61,IR,1620286219
568,tera,14.0078,0.7531,93.58,35,12,19.39,NE,1620286306
569,maragogi,-9.0122,-35.2225,75.15,80,4,4.65,BR,1620286306
570,liwonde,-15.0506,35.2035,74.7,54,5,1.72,MW,1620286306
